mmrrc_id,availability,sds_status,public_display
51850,ES cell line,QC,Yes
2022,ES cell line,Complete,Yes
31251,Hidden,Complete,No
67431,Cryo-archive,Complete,Yes
49099,Cryo-archive,QC,Yes
57087,ES cell line,QC,Yes
50742,Cryo-archive,Complete,Yes
58372,ES cell line,QC,Yes
25642,ES cell line,Complete,Yes
22187,ES cell line,Complete,Yes
38973,Cryo-archive,Complete,Yes
39661,Cryo-archive,Complete,Yes
44351,Cryo-archive,Complete,Yes
12531,ES cell line,Complete,Yes
24950,ES cell line,Complete,Yes
43494,Cryo-archive,Complete,Yes
41153,Cryo-archive,Complete,Yes
17733,ES cell line,Complete,Yes
46696,Cryo-archive,QC,Yes
20440,ES cell line,Complete,Yes
47984,Cryo-archive,QC,Yes
58688,ES cell line,QC,Yes
16821,Cryo-archive,Complete,Yes
27385,ES cell line,Complete,Yes
52285,ES cell line,QC,Yes
63921,ES cell line,QC,Yes
28070,ES cell line,Complete,Yes
32884,Cryo-archive,Complete,Yes
55540,ES cell line,QC,Yes
33796,missing,Complete,No
7220,ES cell line,Complete,Yes
49563,Cryo-archive,QC,Yes
34053,missing,Complete,No
62633,ES cell line,QC,Yes
26347,ES cell line,Complete,Yes
70527,Currently Unavailable,In Progress,No
46946,Cryo-archive,QC,Yes
21482,ES cell line,Complete,Yes
58958,ES cell line,QC,Yes
47654,Cryo-archive,QC,Yes
11034,ES cell line,Complete,Yes
45669,Currently Unavailable,In Progress,No
13009,ES cell line,Complete,Yes
38359,Cryo-archive,Complete,Yes
9117,ES cell line,Complete,Yes
40191,Cryo-archive,Complete,Yes
30769,Cryo-archive,Complete,Yes
1527,ES cell line,Complete,Yes
66109,Hybridoma cell line,Complete,Yes
35091,ES cell line,Complete,Yes
19404,ES cell line,Complete,Yes
64134,ES cell line,QC,Yes
54582,ES cell line,QC,Yes
33846,missing,Complete,No
53247,ES cell line,QC,Yes
54078,ES cell line,QC,Yes
29548,ES cell line,Complete,Yes
51780,ES cell line,QC,Yes
5837,ES cell line,Complete,Yes
56045,ES cell line,QC,Yes
4725,ES cell line,Complete,Yes
30293,Cryo-archive,Complete,Yes
50892,Currently Unavailable,In Progress,No
37556,ES cell line,Complete,Yes
61336,ES cell line,QC,Yes
6718,Hidden,Complete,No
69706,Currently Unavailable,QC,No
42456,Cryo-archive,Complete,Yes
512,ES cell line,Complete,Yes
14236,ES cell line,Complete,Yes
25992,ES cell line,Complete,Yes
45393,Currently Unavailable,In Progress,No
23145,ES cell line,Complete,Yes
21178,ES cell line,Complete,Yes
24680,ES cell line,Complete,Yes
68814,Currently Unavailable,In Progress,No
25838,ES cell line,Complete,Yes
11464,ES cell line,Complete,Yes
47204,Cryo-archive,QC,Yes
9547,ES cell line,Complete,Yes
38709,Cryo-archive,Complete,Yes
13459,ES cell line,Complete,Yes
45239,Currently Unavailable,In Progress,No
27805,ES cell line,Complete,Yes
70177,Currently Unavailable,In Progress,No
26717,ES cell line,Complete,Yes
53617,ES cell line,QC,Yes
66559,Cryo-archive,Complete,Yes
1177,ES cell line,Complete,Yes
30339,Hidden,In Progress,No
52905,ES cell line,QC,Yes
50938,Cryo-archive,Complete,Yes
64564,ES cell line,QC,Yes
32304,Cryo-archive,Complete,Yes
19054,ES cell line,Complete,Yes
4375,ES cell line,Complete,Yes
6348,ES cell line,Complete,Yes
61766,ES cell line,QC,Yes
37106,Cryo-archive,QC,Yes
29118,ES cell line,Complete,Yes
54428,ES cell line,QC,Yes
60874,ES cell line,QC,Yes
62849,ES cell line,QC,Yes
56415,ES cell line,QC,Yes
17949,ES cell line,Complete,Yes
23515,ES cell line,Complete,Yes
21528,ES cell line,Complete,Yes
15974,Cryo-archive,Complete,Yes
14666,ES cell line,Complete,Yes
142,Cryo-archive,Complete,Yes
42006,Cryo-archive,Complete,Yes
69356,Currently Unavailable,In Progress,No
20293,ES cell line,Complete,Yes
11937,missing,In Progress,No
9814,ES cell line,Complete,Yes
40892,Cryo-archive,Complete,Yes
71336,Cryo-archive,Complete,Yes
27556,ES cell line,Complete,Yes
8706,ES cell line,Complete,Yes
39548,Cryo-archive,Complete,Yes
12618,ES cell line,Complete,Yes
44078,Cryo-archive,Complete,Yes
41780,Cryo-archive,Complete,Yes
10625,Cryo-archive,Complete,Yes
46045,Currently Unavailable,In Progress,No
65725,Cryo-archive,Complete,Yes
33145,missing,Complete,No
18215,ES cell line,Complete,Yes
67718,Currently Unavailable,In Progress,No
31178,Cryo-archive,Complete,Yes
34680,Cryo-archive,Complete,Yes
52456,ES cell line,QC,Yes
35992,ES cell line,Complete,Yes
64837,ES cell line,QC,Yes
55393,ES cell line,QC,Yes
48958,Cryo-archive,QC,Yes
57654,ES cell line,QC,Yes
28359,ES cell line,Complete,Yes
55669,ES cell line,QC,Yes
50191,Cryo-archive,QC,Yes
60527,ES cell line,QC,Yes
7109,ES cell line,Complete,Yes
36347,ES cell line,Complete,Yes
5134,ES cell line,Complete,Yes
56946,ES cell line,QC,Yes
31482,Hidden,Complete,No
44582,Currently Unavailable,In Progress,No
23846,ES cell line,Complete,Yes
43247,Cryo-archive,Complete,Yes
68117,Cryo-archive,Complete,Yes
20769,ES cell line,Complete,Yes
25091,ES cell line,Complete,Yes
22754,ES cell line,Complete,Yes
44428,Currently Unavailable,In Progress,No
12248,ES cell line,Complete,Yes
39118,Cryo-archive,Complete,Yes
8356,ES cell line,Complete,Yes
70874,Currently Unavailable,In Progress,No
46415,Cryo-archive,QC,Yes
10275,ES cell line,Complete,Yes
27106,ES cell line,Complete,Yes
1874,ES cell line,Complete,Yes
52006,ES cell line,QC,Yes
3849,ES cell line,Complete,Yes
19957,ES cell line,Complete,Yes
18645,ES cell line,Complete,Yes
33515,missing,Complete,No
65375,Cryo-archive,Complete,Yes
31528,Hidden,Complete,No
67348,Cryo-archive,Complete,Yes
36717,Cryo-archive,Complete,Yes
7559,ES cell line,Complete,Yes
60177,ES cell line,QC,Yes
5564,ES cell line,Complete,Yes
35838,ES cell line,Complete,Yes
57204,ES cell line,QC,Yes
55239,ES cell line,QC,Yes
28709,ES cell line,Complete,Yes
37805,Cryo-archive,Complete,Yes
20339,ES cell line,Complete,Yes
42905,Cryo-archive,Complete,Yes
841,ES cell line,Complete,Yes
40938,Cryo-archive,Complete,Yes
22304,ES cell line,Complete,Yes
68547,Currently Unavailable,In Progress,No
43617,Cryo-archive,Complete,Yes
15077,ES cell line,Complete,Yes
57711,ES cell line,QC,Yes
5071,ES cell line,Complete,Yes
56803,ES cell line,QC,Yes
36202,Hidden,Complete,No
60462,ES cell line,QC,Yes
68052,Cryo-archive,Complete,Yes
43302,Cryo-archive,Complete,Yes
15562,ES cell line,Complete,Yes
23903,ES cell line,Complete,Yes
22611,ES cell line,Complete,Yes
9951,ES cell line,Complete,Yes
27413,ES cell line,Complete,Yes
71273,Cryo-archive,Complete,Yes
11872,Hidden,N/A,No
15098,ES cell line,Complete,Yes
46100,Cryo-archive,In Progress,Yes
10760,ES cell line,Complete,Yes
8643,ES cell line,Complete,Yes
60198,ES cell line,QC,Yes
18350,ES cell line,Complete,Yes
33000,Cryo-archive,Complete,Yes
65660,Cryo-archive,Complete,Yes
64972,ES cell line,QC,Yes
52513,ES cell line,QC,Yes
5421,ES cell line,Complete,Yes
60032,ES cell line,QC,Yes
36652,Cryo-archive,Complete,Yes
50484,Cryo-archive,QC,Yes
37940,Hidden,In Progress,No
57341,ES cell line,QC,Yes
22241,ES cell line,Complete,Yes
42840,Cryo-archive,Complete,Yes
904,ES cell line,Complete,Yes
25584,ES cell line,Complete,Yes
15132,ES cell line,Complete,Yes
43752,Cryo-archive,In Progress,Yes
68402,Cryo-archive,Complete,Yes
44097,Cryo-archive,Complete,Yes
10330,ES cell line,Complete,Yes
46550,Cryo-archive,QC,Yes
21894,ES cell line,Complete,Yes
8213,ES cell line,Complete,Yes
70931,Currently Unavailable,In Progress,No
41295,Hidden,QC,No
71623,Currently Unavailable,In Progress,No
27043,ES cell line,Complete,Yes
20786,ES cell line,Complete,Yes
19812,ES cell line,Complete,Yes
55686,ES cell line,QC,Yes
1931,ES cell line,Complete,Yes
52143,ES cell line,QC,Yes
34395,Cryo-archive,Complete,Yes
54994,ES cell line,QC,Yes
65230,ES cell line,QC,Yes
33450,missing,Complete,No
18700,ES cell line,Complete,Yes
5972,ES cell line,Complete,Yes
56100,ES cell line,QC,Yes
61273,ES cell line,QC,Yes
37413,Cryo-archive,Complete,Yes
4660,ES cell line,Complete,Yes
1198,ES cell line,Complete,Yes
14373,ES cell line,Complete,Yes
42513,Cryo-archive,Complete,Yes
457,Hidden,N/A,No
69643,Cryo-archive,QC,No
68951,Currently Unavailable,In Progress,No
70198,Currently Unavailable,In Progress,No
23000,ES cell line,Complete,Yes
46803,Cryo-archive,QC,Yes
70462,Currently Unavailable,In Progress,No
26202,ES cell line,Complete,Yes
9052,ES cell line,Complete,Yes
14689,ES cell line,Complete,Yes
11171,Currently Unavailable,Complete,Yes
47711,Cryo-archive,QC,Yes
61789,ES cell line,QC,Yes
64071,ES cell line,QC,Yes
32611,Cryo-archive,Complete,Yes
19541,ES cell line,Complete,Yes
1462,ES cell line,Complete,Yes
53302,ES cell line,QC,Yes
33903,missing,Complete,No
37043,Cryo-archive,Complete,Yes
61623,ES cell line,QC,Yes
4230,ES cell line,Complete,Yes
56550,ES cell line,QC,Yes
60931,ES cell line,QC,Yes
51295,ES cell line,QC,Yes
24395,ES cell line,Complete,Yes
15831,ES cell line,Complete,Yes
44994,Currently Unavailable,In Progress,No
23450,ES cell line,Complete,Yes
45686,Currently Unavailable,In Progress,No
69213,Currently Unavailable,In Progress,No
42143,Cryo-archive,Complete,Yes
14723,ES cell line,Complete,Yes
9402,ES cell line,Complete,Yes
40484,Cryo-archive,Complete,Yes
27940,ES cell line,Complete,Yes
47341,Cryo-archive,QC,Yes
11521,Hidden,Complete,No
21197,ES cell line,Complete,Yes
26652,ES cell line,Complete,Yes
70032,Currently Unavailable,In Progress,No
53752,ES cell line,QC,Yes
54097,ES cell line,QC,Yes
19111,ES cell line,Complete,Yes
32241,Cryo-archive,Complete,Yes
64421,ES cell line,QC,Yes
1032,ES cell line,Complete,Yes
52840,ES cell line,QC,Yes
35584,ES cell line,Complete,Yes
38123,Hidden,In Progress,No
45413,Currently Unavailable,In Progress,No
13273,Hidden,Complete,No
292,Cryo-archive,Complete,Yes
69086,Currently Unavailable,In Progress,No
59430,ES cell line,QC,Yes
24100,ES cell line,Complete,Yes
51000,Cryo-archive,Complete,Yes
2872,ES cell line,Complete,Yes
6098,ES cell line,Complete,Yes
3760,ES cell line,Complete,Yes
30513,Cryo-archive,Complete,Yes
66373,Hybridoma cell line,Complete,Yes
19384,ES cell line,Complete,Yes
28820,ES cell line,Complete,Yes
6562,ES cell line,Complete,Yes
48221,Cryo-archive,QC,Yes
35711,ES cell line,Complete,Yes
63171,ES cell line,QC,Yes
66689,Cryo-archive,Complete,Yes
34803,Cryo-archive,Complete,Yes
54202,ES cell line,QC,Yes
21302,ES cell line,Complete,Yes
41903,Cryo-archive,Complete,Yes
8985,ES cell line,Complete,Yes
40611,Cryo-archive,Complete,Yes
16071,ES cell line,Complete,Yes
9697,ES cell line,Complete,Yes
13789,Hidden,Complete,No
768,Hidden,N/A,No
24550,ES cell line,Complete,Yes
43894,Cryo-archive,In Progress,Yes
59060,ES cell line,QC,Yes
12931,ES cell line,Complete,Yes
23295,ES cell line,Complete,Yes
13623,ES cell line,Complete,Yes
45043,Currently Unavailable,In Progress,No
38573,Cryo-archive,Complete,Yes
42786,Cryo-archive,Complete,Yes
37686,Cryo-archive,Complete,Yes
3330,ES cell line,Complete,Yes
66723,Cryo-archive,Complete,Yes
56395,ES cell line,QC,Yes
67831,Currently Unavailable,In Progress,No
36994,Hidden,N/A,No
51450,ES cell line,QC,Yes
49963,Cryo-archive,QC,Yes
53197,ES cell line,QC,Yes
54652,ES cell line,QC,Yes
29362,ES cell line,Complete,Yes
32484,Cryo-archive,Complete,Yes
55940,ES cell line,QC,Yes
6132,ES cell line,Complete,Yes
63521,ES cell line,QC,Yes
35341,ES cell line,Complete,Yes
48671,Cryo-archive,QC,Yes
16421,ES cell line,Complete,Yes
40241,Cryo-archive,Complete,Yes
38089,Hidden,In Progress,No
20840,ES cell line,Complete,Yes
47584,Cryo-archive,QC,Yes
338,?,N/A,No
21752,ES cell line,Complete,Yes
26097,ES cell line,Complete,Yes
68697,Currently Unavailable,In Progress,No
24803,ES cell line,Complete,Yes
12462,ES cell line,Complete,Yes
44202,Cryo-archive,Complete,Yes
39732,Cryo-archive,Complete,Yes
38820,Cryo-archive,Complete,Yes
25711,ES cell line,Complete,Yes
69985,Currently Unavailable,In Progress,No
58221,ES cell line,QC,Yes
50611,Cryo-archive,Complete,Yes
67562,Currently Unavailable,In Progress,No
31302,ES cell line,Complete,Yes
7689,Hidden,Complete,No
51903,ES cell line,QC,Yes
2171,ES cell line,Complete,Yes
62760,ES cell line,QC,Yes
34100,missing,Complete,No
49430,Cryo-archive,QC,Yes
67098,Cryo-archive,Complete,Yes
18595,ES cell line,Complete,Yes
7373,ES cell line,Complete,Yes
55413,ES cell line,QC,Yes
28123,ES cell line,Complete,Yes
63872,ES cell line,QC,Yes
16972,ES cell line,Complete,Yes
20513,ES cell line,Complete,Yes
17660,ES cell line,Complete,Yes
41000,Cryo-archive,Complete,Yes
12198,ES cell line,Complete,Yes
8086,ES cell line,Complete,Yes
22484,ES cell line,Complete,Yes
45940,Currently Unavailable,In Progress,No
58671,ES cell line,QC,Yes
25341,ES cell line,Complete,Yes
43197,Cryo-archive,Complete,Yes
59963,ES cell line,QC,Yes
39362,Cryo-archive,Complete,Yes
44652,Currently Unavailable,In Progress,No
12032,Cryo-archive,Complete,Yes
31752,Cryo-archive,Complete,Yes
67132,Cryo-archive,Complete,Yes
2521,ES cell line,Complete,Yes
50241,Cryo-archive,QC,Yes
28089,ES cell line,Complete,Yes
30840,Cryo-archive,Complete,Yes
57584,ES cell line,QC,Yes
28573,ES cell line,Complete,Yes
55043,ES cell line,QC,Yes
6831,ES cell line,Complete,Yes
52786,ES cell line,QC,Yes
49060,Cryo-archive,QC,Yes
34550,ES cell line,Complete,Yes
62330,ES cell line,QC,Yes
53894,ES cell line,QC,Yes
33295,missing,Complete,No
7723,ES cell line,Complete,Yes
46395,Cryo-archive,QC,Yes
26994,ES cell line,Complete,Yes
41450,Cryo-archive,Complete,Yes
39698,Cryo-archive,Complete,Yes
27686,ES cell line,Complete,Yes
20143,ES cell line,Complete,Yes
33780,missing,Complete,No
36078,Cryo-archive,Complete,Yes
60618,ES cell line,QC,Yes
7236,ES cell line,Complete,Yes
49575,Cryo-archive,QC,Yes
34045,missing,Complete,No
62625,ES cell line,QC,Yes
52293,ES cell line,QC,Yes
63937,ES cell line,QC,Yes
28066,ES cell line,Complete,Yes
55556,ES cell line,QC,Yes
20456,ES cell line,Complete,Yes
47992,Cryo-archive,QC,Yes
16837,Hidden,Complete,Yes
27393,ES cell line,Complete,Yes
41145,Cryo-archive,Complete,Yes
17725,ES cell line,Complete,Yes
46680,Cryo-archive,QC,Yes
43178,Cryo-archive,Complete,Yes
15718,ES cell line,Complete,Yes
68228,Cryo-archive,Complete,Yes
39677,Cryo-archive,Complete,Yes
8439,ES cell line,Complete,Yes
44347,Cryo-archive,Complete,Yes
12527,ES cell line,Complete,Yes
24946,ES cell line,Complete,Yes
43482,Cryo-archive,Complete,Yes
58364,ES cell line,QC,Yes
25654,ES cell line,Complete,Yes
22191,ES cell line,Complete,Yes
38965,Cryo-archive,Complete,Yes
27669,ES cell line,Complete,Yes
71009,Cryo-archive,Complete,Yes
57091,ES cell line,QC,Yes
52769,ES cell line,QC,Yes
50754,Currently Unavailable,In Progress,No
36582,ES cell line,Complete,Yes
51846,ES cell line,QC,Yes
2034,ES cell line,Complete,Yes
31247,Hidden,Complete,No
67427,Cryo-archive,QC,Yes
4949,ES cell line,Complete,Yes
55106,ES cell line,QC,Yes
28436,ES cell line,Complete,Yes
6974,ES cell line,Complete,Yes
18080,ES cell line,Complete,Yes
7666,ES cell line,Complete,Yes
60248,ES cell line,QC,Yes
36428,Cryo-archive,Complete,Yes
62275,ES cell line,QC,Yes
49125,Cryo-archive,QC,Yes
17375,ES cell line,Complete,Yes
41515,Cryo-archive,QC,Yes
8593,ES cell line,Complete,Yes
68678,Currently Unavailable,In Progress,No
15348,ES cell line,Complete,Yes
43528,Cryo-archive,Complete,Yes
20006,ES cell line,Complete,Yes
25204,ES cell line,Complete,Yes
58734,ES cell line,QC,Yes
47838,Cryo-archive,QC,Yes
45805,Currently Unavailable,In Progress,No
71459,Currently Unavailable,Complete,Yes
27239,ES cell line,Complete,Yes
12177,ES cell line,Complete,Yes
44717,Currently Unavailable,In Progress,No
8069,ES cell line,Complete,Yes
39227,Cryo-archive,Complete,Yes
59826,ES cell line,QC,Yes
68382,Cryo-archive,Complete,Yes
2464,ES cell line,Complete,Yes
67077,Cryo-archive,Complete,Yes
31617,Cryo-archive,Complete,Yes
52339,ES cell line,QC,Yes
50304,Cryo-archive,QC,Yes
32938,Cryo-archive,Complete,Yes
63034,ES cell line,QC,Yes
35654,ES cell line,Complete,Yes
48364,Cryo-archive,QC,Yes
28965,ES cell line,Complete,Yes
32191,Cryo-archive,Complete,Yes
61009,ES cell line,QC,Yes
6427,ES cell line,Complete,Yes
37669,Cryo-archive,Complete,Yes
54347,ES cell line,QC,Yes
29677,ES cell line,Complete,Yes
34946,ES cell line,Complete,Yes
53482,ES cell line,QC,Yes
26582,ES cell line,Complete,Yes
41846,ES cell line,Complete,Yes
21247,ES cell line,Complete,Yes
47091,Cryo-archive,QC,Yes
69439,Currently Unavailable,In Progress,No
14109,Cryo-archive,Complete,Yes
42769,Cryo-archive,Complete,Yes
16134,Cryo-archive,Complete,Yes
40754,Cryo-archive,Complete,Yes
42293,Cryo-archive,Complete,Yes
22892,ES cell line,Complete,Yes
13336,ES cell line,Complete,Yes
45556,Currently Unavailable,In Progress,No
9228,ES cell line,Complete,Yes
38066,Hidden,In Progress,No
23780,ES cell line,Complete,Yes
70618,Currently Unavailable,In Progress,No
26078,ES cell line,Complete,Yes
24045,ES cell line,Complete,Yes
59575,ES cell line,QC,Yes
51145,Cryo-archive,Complete,Yes
2937,ES cell line,Complete,Yes
18829,ES cell line,Complete,Yes
56680,ES cell line,QC,Yes
53178,ES cell line,QC,Yes
1618,ES cell line,Complete,Yes
66236,Hybridoma cell line,Complete,Yes
57992,ES cell line,QC,Yes
37393,Cryo-archive,QC,Yes
3625,ES cell line,Complete,Yes
18983,ES cell line,Complete,Yes
54717,ES cell line,QC,Yes
49826,Cryo-archive,QC,Yes
48734,Cryo-archive,QC,Yes
35204,ES cell line,Complete,Yes
63464,ES cell line,QC,Yes
57838,ES cell line,QC,Yes
55805,ES cell line,QC,Yes
19691,ES cell line,Complete,Yes
37239,Hidden,N/A,No
6077,ES cell line,Complete,Yes
61459,ES cell line,QC,Yes
20905,ES cell line,Complete,Yes
42339,Cryo-archive,Complete,Yes
14559,ES cell line,Complete,Yes
69069,Currently Unavailable,In Progress,No
40304,Cryo-archive,Complete,Yes
16564,ES cell line,Complete,Yes
9382,ES cell line,Complete,Yes
22938,ES cell line,Complete,Yes
21617,ES cell line,Complete,Yes
12874,ES cell line,Complete,Yes
26428,ES cell line,Complete,Yes
70248,Currently Unavailable,In Progress,No
59125,ES cell line,QC,Yes
24415,ES cell line,Complete,Yes
10849,ES cell line,Complete,Yes
787,ES cell line,Complete,Yes
69593,Cryo-archive,Complete,Yes
38436,Cryo-archive,Complete,Yes
9678,ES cell line,Complete,Yes
45106,Currently Unavailable,In Progress,No
13766,Hidden,Complete,No
30006,Cryo-archive,Complete,Yes
66666,Cryo-archive,Complete,Yes
1248,ES cell line,Complete,Yes
3275,ES cell line,Complete,Yes
51515,ES cell line,QC,Yes
65949,Hybridoma cell line,Complete,Yes
67974,Cryo-archive,Needs Update,Yes
53528,ES cell line,QC,Yes
10799,ES cell line,Complete,Yes
68551,Currently Unavailable,In Progress,No
43601,Hidden,In Progress,No
15061,ES cell line,Complete,Yes
42913,Cryo-archive,Complete,Yes
857,ES cell line,Complete,Yes
22312,ES cell line,Complete,Yes
57212,ES cell line,QC,Yes
37813,Cryo-archive,Complete,Yes
65699,Cryo-archive,Complete,Yes
36701,Cryo-archive,Complete,Yes
60161,ES cell line,QC,Yes
5572,ES cell line,Complete,Yes
18653,ES cell line,Complete,Yes
33503,missing,Complete,No
65363,Cryo-archive,Complete,Yes
5088,ES cell line,Complete,Yes
1862,ES cell line,Complete,Yes
52010,ES cell line,QC,Yes
19941,ES cell line,Complete,Yes
27110,ES cell line,Complete,Yes
8340,ES cell line,Complete,Yes
70862,Currently Unavailable,In Progress,No
46403,Cryo-archive,Complete,Yes
10263,ES cell line,Complete,Yes
25087,ES cell line,Complete,Yes
22742,ES cell line,Complete,Yes
44594,Currently Unavailable,In Progress,No
23850,ES cell line,Complete,Yes
15431,ES cell line,Complete,Yes
43251,Cryo-archive,Complete,Yes
68101,Cryo-archive,Complete,Yes
60531,ES cell line,QC,Yes
36351,ES cell line,Complete,Yes
5122,ES cell line,Complete,Yes
56950,ES cell line,QC,Yes
31494,ES cell line,Complete,Yes
57642,ES cell line,QC,Yes
50187,Cryo-archive,QC,Yes
52440,ES cell line,QC,Yes
35984,ES cell line,Complete,Yes
64821,ES cell line,QC,Yes
55385,ES cell line,QC,Yes
65733,Cryo-archive,Complete,Yes
33153,missing,Complete,No
18203,ES cell line,Complete,Yes
34696,Cryo-archive,Complete,Yes
8710,ES cell line,Complete,Yes
41796,Cryo-archive,Complete,Yes
10633,Hidden,Complete,No
46053,Cryo-archive,Complete,Yes
20285,ES cell line,Complete,Yes
9802,Hidden,Complete,No
40884,Cryo-archive,Complete,Yes
71320,Currently Unavailable,In Progress,No
27540,ES cell line,Complete,Yes
11188,Cryo-archive,Complete,Yes
14670,ES cell line,Complete,Yes
154,Cryo-archive,Complete,Yes
42010,Cryo-archive,Complete,Yes
69340,Currently Unavailable,In Progress,No
23503,ES cell line,Complete,Yes
15962,Cryo-archive,Complete,Yes
60862,ES cell line,QC,Yes
56403,ES cell line,QC,Yes
4363,ES cell line,Complete,Yes
64088,ES cell line,QC,Yes
61770,ES cell line,QC,Yes
37110,Cryo-archive,Complete,Yes
1161,ES cell line,Complete,Yes
52913,ES cell line,QC,Yes
4699,ES cell line,Complete,Yes
64572,ES cell line,QC,Yes
32312,Cryo-archive,Complete,Yes
19042,ES cell line,Complete,Yes
53601,ES cell line,QC,Yes
70161,Currently Unavailable,In Progress,No
