mmrrc_id,availability,sds_status,public_display
57719,ES cell line,QC,Yes
48815,Cryo-archive,QC,Yes
22619,ES cell line,Complete,Yes
20624,ES cell line,Complete,Yes
10292,ES cell line,Complete,Yes
21936,ES cell line,Complete,Yes
70893,Currently Unavailable,In Progress,No
41337,Cryo-archive,QC,Yes
17557,ES cell line,Complete,Yes
46108,Cryo-archive,In Progress,Yes
10768,Cryo-archive,Complete,Yes
15090,ES cell line,Complete,Yes
44135,Cryo-archive,Complete,Yes
39405,Cryo-archive,Complete,Yes
13847,ES cell line,Complete,Yes
25426,ES cell line,Complete,Yes
58116,ES cell line,QC,Yes
50526,Cryo-archive,Complete,Yes
66947,Cryo-archive,Complete,Yes
5583,ES cell line,Complete,Yes
67655,Currently Unavailable,In Progress,No
18358,ES cell line,Complete,Yes
33008,Cryo-archive,Complete,Yes
2246,ES cell line,Complete,Yes
65668,Cryo-archive,Complete,Yes
60190,ES cell line,QC,Yes
25133,ES cell line,Complete,Yes
58403,ES cell line,QC,Yes
44420,Cryo-archive,Complete,Yes
12240,ES cell line,Complete,Yes
39110,Cryo-archive,Complete,Yes
15585,ES cell line,Complete,Yes
2753,ES cell line,Complete,Yes
60485,ES cell line,QC,Yes
5096,ES cell line,Complete,Yes
31520,Hidden,Complete,No
67340,Cryo-archive,Complete,Yes
3841,ES cell line,Complete,Yes
50033,Cryo-archive,QC,Yes
35830,ES cell line,Complete,Yes
64995,ES cell line,QC,Yes
55231,ES cell line,QC,Yes
28701,ES cell line,Complete,Yes
7551,ES cell line,Complete,Yes
29813,ES cell line,Complete,Yes
65687,Cryo-archive,Complete,Yes
62142,ES cell line,QC,Yes
49212,Cryo-archive,QC,Yes
41622,Cryo-archive,Complete,Yes
17042,ES cell line,Complete,Yes
10787,ES cell line,Complete,Yes
849,ES cell line,Complete,Yes
20331,ES cell line,Complete,Yes
40930,Cryo-archive,Complete,Yes
71294,Breeder pairs,Complete,Yes
41788,Cryo-archive,Complete,Yes
39540,Cryo-archive,Complete,Yes
12610,ES cell line,Complete,Yes
44070,Cryo-archive,Complete,Yes
58053,ES cell line,QC,Yes
25563,ES cell line,Complete,Yes
13902,Hidden,Complete,No
12,Cryo-archive,Complete,Yes
66802,Cryo-archive,Complete,Yes
50463,Cryo-archive,QC,Yes
2303,ES cell line,Complete,Yes
34688,Cryo-archive,Complete,Yes
67710,Currently Unavailable,In Progress,No
31170,Cryo-archive,Complete,Yes
7101,ES cell line,Complete,Yes
54973,ES cell line,QC,Yes
49642,Cryo-archive,QC,Yes
62512,ES cell line,QC,Yes
34372,Cryo-archive,Complete,Yes
48950,Cryo-archive,QC,Yes
50199,Cryo-archive,QC,Yes
28351,ES cell line,Complete,Yes
55661,ES cell line,QC,Yes
25099,ES cell line,Complete,Yes
20761,ES cell line,Complete,Yes
17412,ES cell line,Complete,Yes
41272,Cryo-archive,QC,Yes
21873,ES cell line,Complete,Yes
39813,Cryo-archive,Complete,Yes
59212,ES cell line,QC,Yes
24722,ES cell line,Complete,Yes
14394,ES cell line,Complete,Yes
25830,ES cell line,Complete,Yes
38701,Cryo-archive,Complete,Yes
13451,Hidden,Complete,No
45231,Currently Unavailable,In Progress,No
4687,ES cell line,Complete,Yes
66551,Cryo-archive,Complete,Yes
30331,Cryo-archive,Complete,Yes
3142,ES cell line,Complete,Yes
50930,Cryo-archive,Complete,Yes
61294,ES cell line,QC,Yes
51622,ES cell line,QC,Yes
5995,ES cell line,Complete,Yes
29110,ES cell line,Complete,Yes
54420,ES cell line,QC,Yes
62841,ES cell line,QC,Yes
1485,ES cell line,Complete,Yes
48403,Cryo-archive,QC,Yes
63753,ES cell line,QC,Yes
35133,ES cell line,Complete,Yes
6340,ES cell line,Complete,Yes
64096,ES cell line,QC,Yes
11196,Cryo-archive,Complete,Yes
16653,ES cell line,Complete,Yes
40033,Cryo-archive,Complete,Yes
70485,Currently Unavailable,In Progress,No
17941,ES cell line,Complete,Yes
21520,ES cell line,Complete,Yes
58950,ES cell line,QC,Yes
40199,Cryo-archive,Complete,Yes
45661,Currently Unavailable,In Progress,No
13001,ES cell line,Complete,Yes
38351,Cryo-archive,Complete,Yes
44973,Currently Unavailable,In Progress,No
24372,ES cell line,Complete,Yes
59642,ES cell line,QC,Yes
51272,ES cell line,QC,Yes
31873,Hidden,In Progress,No
35099,ES cell line,Complete,Yes
66101,Hybridoma cell line,Complete,Yes
3512,ES cell line,Complete,Yes
35563,ES cell line,Complete,Yes
63303,ES cell line,QC,Yes
48053,Cryo-archive,QC,Yes
6710,ES cell line,Complete,Yes
7802,ES cell line,Complete,Yes
51788,ES cell line,QC,Yes
54070,ES cell line,QC,Yes
29540,ES cell line,Complete,Yes
24688,ES cell line,Complete,Yes
21170,ES cell line,Complete,Yes
40463,Cryo-archive,Complete,Yes
16203,ES cell line,Complete,Yes
22971,ES cell line,Complete,Yes
38185,Hidden,Complete,Yes
69020,Currently Unavailable,In Progress,No
14510,ES cell line,Complete,Yes
234,Cryo-archive,Complete,Yes
42370,Cryo-archive,In Progress,Yes
47488,Cryo-archive,QC,Yes
59496,ES cell line,QC,Yes
23663,ES cell line,Complete,Yes
56763,ES cell line,QC,Yes
61410,ES cell line,QC,Yes
37270,Hidden,N/A,No
32588,Cryo-archive,Complete,Yes
57871,ES cell line,QC,Yes
4003,ES cell line,Complete,Yes
28886,ES cell line,Complete,Yes
19322,ES cell line,Complete,Yes
64612,ES cell line,QC,Yes
32072,Cryo-archive,Complete,Yes
48287,Cryo-archive,QC,Yes
1201,ES cell line,Complete,Yes
53561,ES cell line,QC,Yes
56299,ES cell line,QC,Yes
65900,ES cell line,QC,Yes
36898,Cryo-archive,Updated & Complete,Yes
10800,ES cell line,Complete,Yes
43998,Cryo-archive,In Progress,Yes
70201,Currently Unavailable,In Progress,No
26461,ES cell line,Complete,Yes
8923,ES cell line,Complete,Yes
23399,ES cell line,Complete,Yes
9631,Hidden,Complete,No
11712,Cryo-archive,Complete,Yes
47172,Cryo-archive,QC,Yes
43832,Cryo-archive,Complete,Yes
23233,ES cell line,Complete,Yes
12997,Hidden,Complete,No
8889,ES cell line,Complete,Yes
13685,ES cell line,Complete,Yes
42720,Cryo-archive,Complete,Yes
664,ES cell line,Complete,Yes
14140,ES cell line,Complete,Yes
69470,Currently Unavailable,In Progress,No
37620,Cryo-archive,Complete,Yes
61040,ES cell line,QC,Yes
3396,ES cell line,Complete,Yes
19288,ES cell line,Complete,Yes
66785,Cryo-archive,In Progress,Yes
4453,ES cell line,Complete,Yes
67897,Currently Unavailable,In Progress,No
56333,ES cell line,QC,Yes
36932,Cryo-archive,Complete,Yes
53131,ES cell line,QC,Yes
18860,ES cell line,Complete,Yes
32422,Cryo-archive,Complete,Yes
64242,ES cell line,QC,Yes
19772,ES cell line,Complete,Yes
6194,ES cell line,Complete,Yes
63587,ES cell line,QC,Yes
1651,ES cell line,Complete,Yes
16487,ES cell line,Complete,Yes
9261,ES cell line,Complete,Yes
47522,Cryo-archive,QC,Yes
11342,ES cell line,Complete,Yes
26031,ES cell line,Complete,Yes
70651,Currently Unavailable,In Progress,No
43561,Cryo-archive,Needs Update,Yes
15301,ES cell line,Complete,Yes
68631,Currently Unavailable,In Progress,No
46299,Cryo-archive,In Progress,Yes
39794,Cryo-archive,Complete,Yes
26898,ES cell line,Complete,Yes
22072,ES cell line,Complete,Yes
38886,Cryo-archive,Complete,Yes
58287,ES cell line,QC,Yes
69923,Cryo-archive,QC,No
57172,ES cell line,QC,Yes
4900,ES cell line,Complete,Yes
53998,ES cell line,QC,Yes
5612,ES cell line,Complete,Yes
36461,Cryo-archive,Complete,Yes
60201,ES cell line,QC,Yes
33399,missing,Complete,No
49496,Cryo-archive,QC,Yes
33663,missing,Complete,No
65003,ES cell line,QC,Yes
18533,ES cell line,Complete,Yes
28185,ES cell line,Complete,Yes
32971,Hidden,N/A,No
52370,ES cell line,QC,Yes
57488,ES cell line,QC,Yes
27270,ES cell line,Complete,Yes
71410,Currently Unavailable,In Progress,No
22588,ES cell line,Complete,Yes
47871,Cryo-archive,QC,Yes
46763,Cryo-archive,QC,Yes
10103,ES cell line,Complete,Yes
8020,ES cell line,Complete,Yes
22422,ES cell line,Complete,Yes
14843,ES cell line,Complete,Yes
68261,Cryo-archive,Complete,Yes
15751,ES cell line,Complete,Yes
43131,Cryo-archive,Complete,Yes
12094,ES cell line,Complete,Yes
67194,Cryo-archive,Needs Update,Yes
5242,ES cell line,Complete,Yes
60651,ES cell line,QC,Yes
36031,Cryo-archive,Complete,Yes
18499,ES cell line,Complete,Yes
2587,ES cell line,Complete,Yes
61943,ES cell line,QC,Yes
57522,ES cell line,QC,Yes
6897,ES cell line,Complete,Yes
52720,ES cell line,QC,Yes
53832,ES cell line,QC,Yes
62396,ES cell line,QC,Yes
18163,ES cell line,Complete,Yes
65453,Cryo-archive,In Progress,Yes
33233,missing,Complete,No
7785,ES cell line,Complete,Yes
10553,Cryo-archive,Complete,Yes
46333,Cryo-archive,QC,Yes
17296,ES cell line,Complete,Yes
26932,ES cell line,Complete,Yes
8470,ES cell line,Complete,Yes
71040,Cryo-archive,Complete,Yes
27620,ES cell line,Complete,Yes
69889,Breeder pairs,Complete,Yes
18476,ES cell line,Complete,Yes
65146,ES cell line,QC,Yes
2568,ES cell line,Complete,Yes
33726,missing,Complete,No
7290,ES cell line,Complete,Yes
62683,ES cell line,QC,Yes
63991,ES cell line,QC,Yes
52235,ES cell line,QC,Yes
30809,Cryo-archive,Complete,Yes
32834,Cryo-archive,Complete,Yes
50208,Cryo-archive,QC,Yes
47934,Cryo-archive,QC,Yes
25308,ES cell line,Complete,Yes
58638,ES cell line,QC,Yes
71555,Currently Unavailable,QC,No
27335,ES cell line,Complete,Yes
16891,ES cell line,Complete,Yes
45909,Currently Unavailable,In Progress,No
17783,ES cell line,Complete,Yes
8165,ES cell line,Complete,Yes
10046,ES cell line,Complete,Yes
46626,Cryo-archive,QC,Yes
12581,ES cell line,Complete,Yes
17279,ES cell line,Complete,Yes
41419,Cryo-archive,QC,Yes
68774,Currently Unavailable,In Progress,No
43424,Cryo-archive,In Progress,Yes
69866,Breeder pairs,Complete,Yes
22137,ES cell line,Complete,Yes
57037,ES cell line,QC,Yes
4845,ES cell line,Complete,Yes
6878,ES cell line,Complete,Yes
60344,ES cell line,QC,Yes
36524,Cryo-archive,Complete,Yes
2092,ES cell line,Complete,Yes
67481,Currently Unavailable,In Progress,No
5757,ES cell line,Complete,Yes
62379,ES cell line,QC,Yes
34519,ES cell line,Complete,Yes
49029,Cryo-archive,QC,Yes
52665,ES cell line,QC,Yes
28490,ES cell line,Complete,Yes
50658,Cryo-archive,Complete,Yes
33376,missing,Complete,No
2138,ES cell line,Complete,Yes
65516,Currently Unavailable,In Progress,Yes
18026,ES cell line,Complete,Yes
49183,Cryo-archive,QC,Yes
53977,ES cell line,QC,Yes
26877,ES cell line,Complete,Yes
8535,ES cell line,Complete,Yes
46276,Cryo-archive,Complete,Yes
10416,ES cell line,Complete,Yes
58268,ES cell line,QC,Yes
25758,ES cell line,Complete,Yes
27765,ES cell line,Complete,Yes
71105,Cryo-archive,Complete,Yes
38869,Cryo-archive,Complete,Yes
58792,ES cell line,QC,Yes
14906,ES cell line,Complete,Yes
22567,ES cell line,Complete,Yes
39281,Cryo-archive,Complete,Yes
41049,Cryo-archive,Complete,Yes
17629,ES cell line,Complete,Yes
43074,Cryo-archive,Complete,Yes
15614,ES cell line,Complete,Yes
68324,Breeder pairs,Complete,Yes
59880,ES cell line,QC,Yes
36174,Cryo-archive,Complete,Yes
60714,ES cell line,QC,Yes
49479,Cryo-archive,QC,Yes
34149,missing,Complete,No
62729,ES cell line,QC,Yes
5307,ES cell line,Complete,Yes
57467,ES cell line,QC,Yes
61806,ES cell line,QC,Yes
63092,ES cell line,QC,Yes
1344,ES cell line,Complete,Yes
32137,Cryo-archive,Complete,Yes
64757,ES cell line,QC,Yes
3379,Hidden,N/A,No
19267,ES cell line,Complete,Yes
6481,ES cell line,Complete,Yes
65845,ES cell line,QC,Yes
51419,ES cell line,QC,Yes
53424,ES cell line,QC,Yes
67878,Currently Unavailable,In Progress,No
26524,ES cell line,Complete,Yes
70344,Currently Unavailable,In Progress,No
12978,ES cell line,Complete,Yes
8866,ES cell line,Complete,Yes
10945,ES cell line,Complete,Yes
59029,ES cell line,QC,Yes
24519,ES cell line,Complete,Yes
47037,Cryo-archive,QC,Yes
11657,Cryo-archive,Complete,Yes
16192,ES cell line,Complete,Yes
9774,ES cell line,Complete,Yes
371,Cryo-archive,Complete,Yes
42235,Cryo-archive,In Progress,Yes
14455,ES cell line,Complete,Yes
69165,Currently Unavailable,In Progress,No
20809,ES cell line,Complete,Yes
13390,ES cell line,Complete,Yes
22834,ES cell line,Complete,Yes
40208,Cryo-archive,Complete,Yes
16468,ES cell line,Complete,Yes
23726,ES cell line,Complete,Yes
2991,ES cell line,Complete,Yes
56626,ES cell line,QC,Yes
57934,ES cell line,QC,Yes
66290,Hidden,Complete,Yes
48638,Cryo-archive,QC,Yes
35308,ES cell line,Complete,Yes
4146,ES cell line,Complete,Yes
63568,ES cell line,QC,Yes
37335,Hidden,Complete,Yes
61555,ES cell line,QC,Yes
55909,ES cell line,QC,Yes
3683,ES cell line,Complete,Yes
18925,ES cell line,Complete,Yes
29281,ES cell line,Complete,Yes
51049,Currently Unavailable,In Progress,No
49880,Cryo-archive,QC,Yes
53074,ES cell line,QC,Yes
48792,Cryo-archive,QC,Yes
1714,ES cell line,Complete,Yes
19637,ES cell line,Complete,Yes
3729,ES cell line,Complete,Yes
64307,ES cell line,QC,Yes
32567,Cryo-archive,Complete,Yes
11207,ES cell line,Complete,Yes
47467,Cryo-archive,QC,Yes
9324,ES cell line,Complete,Yes
70714,Currently Unavailable,In Progress,No
26174,ES cell line,Complete,Yes
24149,ES cell line,Complete,Yes
59479,ES cell line,QC,Yes
23376,ES cell line,Complete,Yes
43977,Cryo-archive,In Progress,Yes
59183,ES cell line,QC,Yes
69535,Cryo-archive,Complete,Yes
14005,Hidden,Complete,No
42665,Cryo-archive,Complete,Yes
721,Hidden,N/A,No
38490,Cryo-archive,Complete,Yes
16038,ES cell line,Complete,Yes
40658,Cryo-archive,Complete,Yes
63138,ES cell line,QC,Yes
4516,ES cell line,Complete,Yes
35758,ES cell line,Complete,Yes
48268,Cryo-archive,QC,Yes
61105,ES cell line,QC,Yes
37765,Cryo-archive,Complete,Yes
28869,ES cell line,Complete,Yes
36877,ES cell line,Complete,Yes
56276,ES cell line,QC,Yes
39452,Cryo-archive,Complete,Yes
12702,ES cell line,Complete,Yes
44162,Cryo-archive,Complete,Yes
20389,ES cell line,Complete,Yes
58141,ES cell line,QC,Yes
25471,ES cell line,Complete,Yes
40988,Cryo-archive,Complete,Yes
13810,Hidden,Complete,No
35888,ES cell line,Complete,Yes
66910,Cryo-archive,Complete,Yes
55289,ES cell line,QC,Yes
50571,Cryo-archive,Complete,Yes
2211,ES cell line,Complete,Yes
67602,Currently Unavailable,In Progress,No
31062,Cryo-archive,Complete,Yes
7013,ES cell line,Complete,Yes
54861,ES cell line,QC,Yes
31598,ES cell line,Complete,Yes
49750,Cryo-archive,QC,Yes
62400,ES cell line,QC,Yes
34260,Cryo-archive,Complete,Yes
48842,Cryo-archive,QC,Yes
28243,ES cell line,Complete,Yes
55773,ES cell line,QC,Yes
20673,ES cell line,Complete,Yes
44498,Currently Unavailable,In Progress,No
17500,ES cell line,Complete,Yes
41360,ES cell line,Complete,Yes
21961,ES cell line,Complete,Yes
25021,ES cell line,Complete,Yes
58511,ES cell line,QC,Yes
44532,Currently Unavailable,In Progress,No
12352,ES cell line,Complete,Yes
39002,Cryo-archive,Complete,Yes
15497,Cryo-archive,Complete,Yes
2641,ES cell line,Complete,Yes
60597,ES cell line,QC,Yes
5184,ES cell line,Complete,Yes
31432,Hidden,Complete,No
67252,Cryo-archive,Needs Update,Yes
3953,ES cell line,Complete,Yes
50121,Cryo-archive,QC,Yes
35922,ES cell line,Complete,Yes
55323,ES cell line,QC,Yes
64887,ES cell line,QC,Yes
28613,ES cell line,Complete,Yes
7443,ES cell line,Complete,Yes
29901,Cryo-archive,QC,Yes
65795,Cryo-archive,Complete,Yes
34630,Cryo-archive,Complete,Yes
62050,ES cell line,QC,Yes
49300,Cryo-archive,QC,Yes
41730,Cryo-archive,Complete,Yes
17150,ES cell line,Complete,Yes
10695,ES cell line,Complete,Yes
11987,ES cell line,Complete,Yes
20223,ES cell line,Complete,Yes
71386,Breeder pairs,Complete,Yes
40822,Cryo-archive,Complete,Yes
58842,ES cell line,QC,Yes
45773,Currently Unavailable,In Progress,No
13113,Hidden,Complete,No
38243,Hidden,Complete,Yes
44861,Currently Unavailable,In Progress,No
21598,ES cell line,Complete,Yes
24260,ES cell line,Complete,Yes
59750,ES cell line,QC,Yes
54498,ES cell line,QC,Yes
51360,ES cell line,QC,Yes
31961,Hidden,N/A,Yes
66013,Hybridoma cell line,Complete,Yes
3400,ES cell line,Complete,Yes
30389,Hidden,In Progress,No
35471,ES cell line,Complete,Yes
63211,ES cell line,QC,Yes
48141,Cryo-archive,QC,Yes
6602,ES cell line,Complete,Yes
50988,Cryo-archive,Complete,Yes
7910,ES cell line,Complete,Yes
54162,ES cell line,QC,Yes
29452,ES cell line,Complete,Yes
21062,ES cell line,Complete,Yes
25888,ES cell line,Complete,Yes
408,Cryo-archive,Complete,Yes
45289,Currently Unavailable,In Progress,No
40571,Cryo-archive,Complete,Yes
16311,ES cell line,Complete,Yes
39901,Cryo-archive,Complete,Yes
59300,ES cell line,QC,Yes
24630,ES cell line,Complete,Yes
25922,ES cell line,Complete,Yes
14286,ES cell line,Complete,Yes
38613,Cryo-archive,Complete,Yes
13543,ES cell line,Complete,Yes
45323,Currently Unavailable,In Progress,No
4795,ES cell line,Complete,Yes
66443,Collaborative Cross Mice,Complete,Yes
3050,ES cell line,Complete,Yes
61386,ES cell line,QC,Yes
50822,Currently Unavailable,In Progress,No
51730,ES cell line,QC,Yes
5887,ES cell line,Complete,Yes
29002,ES cell line,Complete,Yes
54532,ES cell line,QC,Yes
62953,ES cell line,QC,Yes
1597,ES cell line,Complete,Yes
48511,Cryo-archive,QC,Yes
63641,ES cell line,QC,Yes
35021,ES cell line,Complete,Yes
6252,ES cell line,Complete,Yes
64184,ES cell line,QC,Yes
11084,ES cell line,Complete,Yes
16741,ES cell line,Complete,Yes
40121,Cryo-archive,Complete,Yes
17853,ES cell line,Complete,Yes
70597,Currently Unavailable,In Progress,No
21432,ES cell line,Complete,Yes
6747,ES cell line,Complete,Yes
61369,ES cell line,QC,Yes
37509,Cryo-archive,Complete,Yes
64491,ES cell line,QC,Yes
1082,Hidden,Complete,No
48004,Cryo-archive,QC,Yes
63354,ES cell line,QC,Yes
35534,ES cell line,Complete,Yes
5868,ES cell line,Complete,Yes
7855,ES cell line,Complete,Yes
29517,ES cell line,Complete,Yes
54027,ES cell line,QC,Yes
21127,ES cell line,Complete,Yes
70082,Currently Unavailable,In Progress,No
16254,ES cell line,Complete,Yes
40434,Cryo-archive,Complete,Yes
14269,ES cell line,Complete,Yes
42409,Cryo-archive,Complete,Yes
69759,Cryo-archive,QC,No
11591,Cryo-archive,Complete,Yes
9148,ES cell line,Complete,Yes
38306,Cryo-archive,Complete,Yes
13056,ES cell line,Complete,Yes
45636,Currently Unavailable,In Progress,No
58907,ES cell line,QC,Yes
46919,Cryo-archive,QC,Yes
59615,ES cell line,QC,Yes
15881,Cryo-archive,Complete,Yes
24325,ES cell line,Complete,Yes
70578,Currently Unavailable,In Progress,No
26318,ES cell line,Complete,Yes
44924,Currently Unavailable,In Progress,No
53218,ES cell line,QC,Yes
33819,missing,Complete,No
51225,Cryo-archive,Complete,Yes
60981,ES cell line,QC,Yes
3545,ES cell line,Complete,Yes
61693,ES cell line,QC,Yes
4280,ES cell line,Complete,Yes
66156,Hybridoma cell line,Complete,Yes
1578,ES cell line,Complete,Yes
62816,ES cell line,QC,Yes
54477,ES cell line,QC,Yes
29147,ES cell line,Complete,Yes
37159,Cryo-archive,QC,Yes
61739,ES cell line,QC,Yes
6317,ES cell line,Complete,Yes
35164,ES cell line,Complete,Yes
63704,ES cell line,QC,Yes
48454,Cryo-archive,QC,Yes
40064,Cryo-archive,Complete,Yes
16604,ES cell line,Complete,Yes
69309,Currently Unavailable,In Progress,No
42059,Cryo-archive,QC,Yes
14639,ES cell line,Complete,Yes
21577,ES cell line,Complete,Yes
17916,ES cell line,Complete,Yes
24775,ES cell line,Complete,Yes
59245,ES cell line,QC,Yes
26748,ES cell line,Complete,Yes
70128,Currently Unavailable,In Progress,No
39844,Cryo-archive,Complete,Yes
45266,Currently Unavailable,In Progress,No
13406,ES cell line,Complete,Yes
38756,Cryo-archive,Complete,Yes
9518,ES cell line,Complete,Yes
25867,ES cell line,Complete,Yes
3115,ES cell line,Complete,Yes
50967,Cryo-archive,Complete,Yes
30366,Cryo-archive,Complete,Yes
1128,ES cell line,Complete,Yes
66506,Cryo-archive,Complete,Yes
53648,ES cell line,QC,Yes
51675,ES cell line,QC,Yes
56919,ES cell line,QC,Yes
34325,Cryo-archive,Complete,Yes
62545,ES cell line,QC,Yes
49615,Cryo-archive,QC,Yes
36318,Cryo-archive,Complete,Yes
7156,ES cell line,Complete,Yes
60578,ES cell line,QC,Yes
65280,Cryo-archive,Complete,Yes
54924,ES cell line,QC,Yes
55636,ES cell line,QC,Yes
28306,ES cell line,Complete,Yes
1981,ES cell line,Complete,Yes
48907,Cryo-archive,QC,Yes
20736,ES cell line,Complete,Yes
68148,Cryo-archive,Complete,Yes
43218,Cryo-archive,Complete,Yes
15478,ES cell line,Complete,Yes
21824,ES cell line,Complete,Yes
10380,ES cell line,Complete,Yes
23819,ES cell line,Complete,Yes
41225,Cryo-archive,Complete,Yes
17445,ES cell line,Complete,Yes
70981,Cryo-archive,Complete,Yes
15182,ES cell line,Complete,Yes
44027,Cryo-archive,Complete,Yes
12647,ES cell line,Complete,Yes
39517,Cryo-archive,Complete,Yes
8759,ES cell line,Complete,Yes
27509,ES cell line,Complete,Yes
71369,Cryo-archive,Complete,Yes
13955,Hidden,Complete,No
11968,Cryo-archive,Complete,Yes
25534,ES cell line,Complete,Yes
58004,ES cell line,QC,Yes
64868,ES cell line,QC,Yes
50434,Cryo-archive,QC,Yes
52409,ES cell line,QC,Yes
66855,Cryo-archive,Complete,Yes
45,Cryo-archive,Complete,Yes
5491,ES cell line,Complete,Yes
67747,Currently Unavailable,In Progress,No
2354,ES cell line,Complete,Yes
60082,ES cell line,QC,Yes
28756,ES cell line,Complete,Yes
55266,ES cell line,QC,Yes
35867,ES cell line,Complete,Yes
49245,Cryo-archive,QC,Yes
62115,ES cell line,QC,Yes
34775,Cryo-archive,Complete,Yes
60128,ES cell line,QC,Yes
7506,ES cell line,Complete,Yes
36748,Cryo-archive,Complete,Yes
15028,ES cell line,Complete,Yes
43648,Cryo-archive,Complete,Yes
68518,Currently Unavailable,In Progress,No
17015,ES cell line,Complete,Yes
41675,Cryo-archive,Complete,Yes
40967,Cryo-archive,Complete,Yes
20366,ES cell line,Complete,Yes
27159,ES cell line,Complete,Yes
58454,ES cell line,QC,Yes
25164,ES cell line,Complete,Yes
8309,ES cell line,Complete,Yes
39147,Cryo-archive,Complete,Yes
12217,ES cell line,Complete,Yes
44477,Currently Unavailable,In Progress,No
67317,Cryo-archive,Needs Update,Yes
31577,Hidden,Complete,No
2704,ES cell line,Complete,Yes
19908,ES cell line,Complete,Yes
3816,ES cell line,Complete,Yes
50064,Cryo-archive,QC,Yes
52059,ES cell line,QC,Yes
25113,ES cell line,Complete,Yes
58423,ES cell line,QC,Yes
68095,Cryo-archive,Complete,Yes
17598,ES cell line,Complete,Yes
12260,ES cell line,Complete,Yes
44400,Currently Unavailable,In Progress,No
39130,Cryo-archive,Complete,Yes
62498,ES cell line,QC,Yes
67360,Cryo-archive,Complete,Yes
31500,ES cell line,Complete,Yes
2773,ES cell line,Complete,Yes
3861,ES cell line,Complete,Yes
50013,Cryo-archive,QC,Yes
55211,ES cell line,QC,Yes
28721,ES cell line,Complete,Yes
66988,Cryo-archive,In Progress,Yes
35810,ES cell line,Complete,Yes
62162,ES cell line,QC,Yes
34702,Cryo-archive,Complete,Yes
49232,Cryo-archive,QC,Yes
7571,ES cell line,Complete,Yes
18397,ES cell line,Complete,Yes
29833,Hidden,Complete,No
2289,ES cell line,Complete,Yes
8684,ES cell line,Complete,Yes
17062,Cryo-archive,Complete,Yes
41602,Cryo-archive,Complete,Yes
9996,Hidden,Complete,Yes
13888,Hidden,Complete,No
40910,Cryo-archive,Complete,Yes
869,ES cell line,Complete,Yes
20311,ES cell line,Complete,Yes
43795,Cryo-archive,In Progress,Yes
39560,Cryo-archive,Complete,Yes
44050,Cryo-archive,Complete,Yes
12630,ES cell line,Complete,Yes
13922,Hidden,Complete,No
22286,ES cell line,Complete,Yes
58073,ES cell line,QC,Yes
25543,ES cell line,Complete,Yes
42887,Cryo-archive,Complete,Yes
37987,Hidden,In Progress,No
50443,Cryo-archive,QC,Yes
32,Cryo-archive,Complete,Yes
57386,ES cell line,QC,Yes
66822,Cryo-archive,Complete,Yes
49398,Cryo-archive,QC,Yes
31150,Cryo-archive,Complete,Yes
67730,Currently Unavailable,In Progress,No
2323,Hidden,N/A,No
29999,Cryo-archive,Complete,Yes
36695,Hidden,N/A,No
49662,Cryo-archive,QC,Yes
34352,Cryo-archive,Complete,Yes
62532,ES cell line,QC,Yes
7121,ES cell line,Complete,Yes
33497,missing,Complete,No
54953,ES cell line,QC,Yes
28371,ES cell line,Complete,Yes
55641,ES cell line,QC,Yes
52184,ES cell line,QC,Yes
48970,Cryo-archive,QC,Yes
27084,ES cell line,Complete,Yes
58589,ES cell line,QC,Yes
20741,ES cell line,Complete,Yes
21853,ES cell line,Complete,Yes
46597,Cryo-archive,QC,Yes
41252,Cryo-archive,Complete,Yes
17432,ES cell line,Complete,Yes
68996,Currently Unavailable,In Progress,No
59232,ES cell line,QC,Yes
24702,ES cell line,Complete,Yes
39833,Cryo-archive,Complete,Yes
16389,ES cell line,Complete,Yes
38721,Cryo-archive,Complete,Yes
45211,Currently Unavailable,In Progress,No
13471,ES cell line,Complete,Yes
25810,ES cell line,Complete,Yes
490,ES cell line,Complete,Yes
69684,Cryo-archive,Complete,Yes
3162,ES cell line,Complete,Yes
50910,Currently Unavailable,In Progress,No
63289,ES cell line,QC,Yes
66571,Cryo-archive,Complete,Yes
51602,ES cell line,QC,Yes
7988,ES cell line,Complete,Yes
62861,ES cell line,QC,Yes
29130,ES cell line,Complete,Yes
54400,ES cell line,QC,Yes
6360,ES cell line,Complete,Yes
3498,ES cell line,Complete,Yes
19586,ES cell line,Complete,Yes
48423,Cryo-archive,QC,Yes
35113,ES cell line,Complete,Yes
63773,ES cell line,QC,Yes
9095,ES cell line,Complete,Yes
40013,Cryo-archive,Complete,Yes
16673,ES cell line,Complete,Yes
21500,ES cell line,Complete,Yes
17961,ES cell line,Complete,Yes
13021,ES cell line,Complete,Yes
45641,Currently Unavailable,In Progress,No
38371,Cryo-archive,Complete,Yes
58970,ES cell line,QC,Yes
42184,Cryo-archive,In Progress,Yes
24352,ES cell line,Complete,Yes
59662,ES cell line,QC,Yes
23497,ES cell line,Complete,Yes
44953,Currently Unavailable,In Progress,No
31853,Cryo-archive,Complete,Yes
56597,ES cell line,QC,Yes
51252,Cryo-archive,Complete,Yes
3532,ES cell line,Complete,Yes
37084,Hidden,N/A,No
48589,Cryo-archive,QC,Yes
66121,Hybridoma cell line,Complete,Yes
30741,Cryo-archive,Complete,Yes
6730,ES cell line,Complete,Yes
32286,Cryo-archive,Complete,Yes
